Item,Item Description,Item Status,Quantity,Subinventory,UOM,Cost,Organization
DCCX6903-000-NEW,OBSOLETE.....GUIDE PIN BUSHING,Inactive,0,,,302,AAC KOKI
DCCX6903-P2-NEW,CRATE 14.....ECI-000...GUIDE PIN BUSHING,Inactive,0,,,227,AAC KOKI
DCCX6904-000-NEW,OBSOLETE.....GUIDE PIN,Inactive,0,,,349,AAC KOKI
DCCX6904-P2-NEW,CRATE 14.....ECI-000...GUIDE PIN,Inactive,0,,,349,AAC KOKI
DCCX6905-000-NEW,"OBSOLETE.....GUIDE BLOCK (MOVABLE, STATIONARY)",Inactive,0,,,140,AAC KOKI
DCCX6905-P2-NEW,"CRATE 14.....ECI-000...GUIDE BLOCK (MOVABLE, STATIONARY)",Inactive,0,,,140,AAC KOKI
DCCX6921-000-NEW,OBSOLETE.....SPRUE CORE COOLING PLUG,Inactive,0,,,139,AAC KOKI
DCCX6921-P2-NEW,CRATE 14.....ECI-000...SPRUE CORE COOLING PLUG,Inactive,0,,,139,AAC KOKI
DCCX6922-000-NEW,OBSOLETE.....C1 SLIDE COOLING PLUG A,Inactive,0,,,92,AAC KOKI
DCCX6922-P2-NEW,CRATE 14.....ECI-000...C1 SLIDE COOLING PLUG A,Inactive,0,,,92,AAC KOKI
DCCX6923-000-NEW,OBSOLETE.....C1 SLIDE COOLING PLUG B,Inactive,0,,,132,AAC KOKI
DCCX6923-P2-NEW,CRATE 14.....ECI-000...C1 SLIDE COOLING PLUG B,Inactive,0,,,132,AAC KOKI
DCCX6924-000-NEW,OBSOLETE.....C2 SLIDE COOLING PLUG,Inactive,0,,,49,AAC KOKI
DCCX6924-P2-NEW,CRATE 14.....ECI-000...C2 SLIDE COOLING PLUG,Inactive,0,,,49,AAC KOKI
DCCX6925-000-NEW,OBSOLETE.....STATIONARY COOLING PLUG,Inactive,0,,,145,AAC KOKI
DCCX6925-P2-NEW,CRATE 14.....ECI-000...STATIONARY COOLING PLUG,Inactive,0,,,145,AAC KOKI
DCCX6926-000-NEW,OBSOLETE.....C3 SLIDE COOLING PLUG B,Inactive,0,,,69,AAC KOKI
DCCX6926-P2-NEW,CRATE 14.....ECI-000...C3 SLIDE COOLING PLUG B,OBSOLETE,0,,,69,AAC KOKI
DCCX6927-000-NEW,OBSOLETE.....C3 SLIDE COOLING PLUG C,Inactive,0,,,142,AAC KOKI
DCCX6927-P2-NEW,CRATE 14.....ECI-000...C3 SLIDE COOLING PLUG C,OBSOLETE,0,,,150,AAC KOKI
DCCX6931C2WP1-P2-NEW,CRATE 14.....ECI-000...POWER COOL C2WP1,Inactive,0,,,157.5,AAC KOKI
DCCX6931C2WP2-P2-NEW,CRATE 14.....ECI-000...POWER COOL C2WP2,Inactive,0,,,157.5,AAC KOKI
DCCX6931C2WP3-P2-NEW,CRATE 14.....ECI-000...POWER COOL C2WP3,Inactive,0,,,157.5,AAC KOKI
DCCX6931C3WP1-P2-NEW,CRATE 14.....ECI-000...POWER COOL C3WP1,Inactive,0,,,157.5,AAC KOKI
DCCX6931C3WP2-P2-NEW,CRATE 14.....ECI-000...POWER COOL C3WP2,Inactive,0,,,157.5,AAC KOKI
DCCX6931C4WP1-P2-NEW,CRATE 14.....ECI-000...POWER COOL C4WP1,Inactive,0,,,157.5,AAC KOKI
DCCX6931C4WP2-P2-NEW,CRATE 14.....ECI-000...POWER COOL C4WP2,Inactive,0,,,157.5,AAC KOKI
DCCX6931C4WP3-P2-NEW,CRATE 14.....ECI-000...POWER COOL C4WP3,Inactive,0,,,157.5,AAC KOKI
DCCX6990-000-NEW,OBSOLETE.....GUIDE BLOCK (MOVABLE TOP SIDE),Inactive,0,,,140,AAC KOKI
DCCX6990-P2-NEW,CRATE 14.....ECI-000...GUIDE BLOCK (MOVABLE TOP SIDE),Inactive,0,,,140,AAC KOKI
DCCX6991-000-NEW,OBSOLETE.....GUIDE BLOCK (MOVABLE BOTTOM SIDE),Inactive,0,,,140,AAC KOKI
DCCX6991-P2-NEW,CRATE 14.....ECI-000...GUIDE BLOCK (MOVABLE BOTTOM SIDE),Inactive,0,,,140,AAC KOKI
DCD001-000-NEW,RETIRED.....P1 LARGER 278WP CORE PIN,NoPurchase,0,,,36.5,AAC KOKI
DCD002-000-NEW,RETIRED.....P1 COMMON 278WP CORE PIN,NoPurchase,0,,,33.5,AAC KOKI
DCDA002-000-NEW,OBSOLETE.....MOVABLE CORE A2,Inactive,0,,,3592.6,AAC KOKI
DCDA002-000-OSP,OBSOLETE.....MOVABLE CORE A2,Inactive,0,,,289,AAC KOKI
DCDA002-P1-NEW,1ZW086A.....ECI-000...MOVABLE CORE A2,Active,1,STOCK CAGE,EA,3310.58,AAC KOKI
DCDA002-P1-OSP,1ZW085A.....ECI-000...MOVABLE CORE A2,Active,0,,,1437.04,AAC KOKI
DCDA004-000-NEW,INACTIVE.....MOVABLE CORE A4,Inactive,0,,,5166.33,AAC KOKI
DCDA004-000-OSP,OBSOLETE.....INSERT,Inactive,0,,,425,AAC KOKI
DCDA004-P1-NEW,1ZW086B.....ECI-000...MOVABLE CORE A4,Active,1,STOCK CAGE,EA,3297.8,AAC KOKI
DCDA004-P1-OSP,1ZW085B.....ECI-000...INSERT,Active,0,,,1319.12,AAC KOKI
DCDA054-000-NEW,OBSOLETE.....STATIONARY INSERT B2,Inactive,0,,,193,AAC KOKI
DCDA054-P1-NEW,1ZW086D-1.....ECI-000...STATIONARY INSERT B2,Active,3,STOCK CAGE,EA,190.11,AAC KOKI
DCDA055-000-NEW,OBSOLETE.....MOVABLE INSERT A6,Inactive,0,,,2855.52,AAC KOKI
DCDA055-000-OSP,OBSOLETE.....MOVABLE INSERT A6,Inactive,0,,,799.55,AAC KOKI
DCDA055-P1-LCL,1ZW087A.....ECI-000...MOVABLE INSERT A6,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCDA055-P1-NEW,1ZW086C.....ECI-000...MOVABLE INSERT A6,Active,1,STOCK CAGE,EA,2489.3,AAC KOKI
DCDA055-P1-OSP,1ZW085C.....ECI-000...MOVABLE INSERT A6,Active,0,,,995.72,AAC KOKI
DCDA067-000-NEW,INACTIVE.....STATIONARY CORE PIN BD2,Inactive,0,,,35,AAC KOKI
DCDA067-P1-NEW,1ZW086D-2.....ECI-000...STATIONARY CORE PIN BD2,Active,7,STOCK CAGE,EA,34,AAC KOKI
DCDA67-A-NEW,OBSOLETE.....STATIONARY CORE PIN BD2,Inactive,0,,,35,AAC KOKI
DCDA67-P1-NEW,INACTIVE.....ECI-A37...STATIONARY CORE PIN BD2,Inactive,0,,,23.65,AAC KOKI
DCDB011,OBSOLETE.....MOVABLE CORE A11,Inactive,0,,,3604.8,AAC KOKI
DCDB011-000-NEW,OBSOLETE....MOVABLE CORE A11,Inactive,0,,,6100,AAC KOKI
DCDB011-000-OSP,OBSOLETE....MOVABLE CORE A11,Inactive,0,,,1611.88,AAC KOKI
DCDB011-A33-NEW,OBSOLETE....MOVABLE CORE A11,Inactive,0,,,6008.5,AAC KOKI
DCDB018-000-NEW,OBSOLETE....MOVABLE CORE A18,Inactive,0,,,1789,AAC KOKI
DCDB018-000-OSP,OBSOLETE....MOVABLE CORE A18,Inactive,0,,,957.5,AAC KOKI
DCDB027-000-NEW,OBSOLETE....MOVABLE CORE A27,Inactive,0,,,537,AAC KOKI
DCDB028-000-NEW,OBSOLETE....MOVABLE CORE A28,Inactive,0,,,591,AAC KOKI
DCDB034-000-NEW,OBSOLETE....MOVABLE CORE A34,Inactive,0,,,560.47,AAC KOKI
DCDB035-000-NEW,OBSOLETE....MOVABLE CORE A35,Inactive,0,,,819,AAC KOKI
DCDB089-000-NEW,OBSOLETE....STATIONARY CORE B6,Inactive,0,,,193,AAC KOKI
DCDB28-000-NEW,OBSOLETE.....MOVABLE CORE A28,Inactive,0,,,591,AAC KOKI
DCDC011-000-NEW,OBSOLETE.....MOVABLE CORE A11,Inactive,0,,,4235,AAC KOKI
DCDC011-000-OSP,OBSOLETE.....MOVABLE CORE A11,Inactive,0,,,400,AAC KOKI
DCDC011-P1-NEW,1ZW089A.....ECI-PR...MOVABLE CORE A11,Active,2,STOCK CAGE,EA,4235,AAC KOKI
DCDC011-P1-OSP,1ZW088A.....ECI-PR...MOVABLE CORE A11,Active,0,,,950,AAC KOKI
DCDC018-000-NEW,OBSOLETE.....MOVABLE CORE A18,Inactive,0,,,2660,AAC KOKI
DCDC018-000-OSP,OBSOLETE.....MOVABLE CORE A18,Inactive,0,,,490,AAC KOKI
DCDC018-P1-NEW,1ZW089B.....ECI-PR...MOVABLE CORE A18,Active,7,STOCK CAGE,EA,2660,AAC KOKI
DCDC018-P1-OSP,1ZW088B.....ECI-PR...MOVABLE CORE A18,Active,0,,,1064,AAC KOKI
DCDC027-000-NEW,OBSOLETE.....MOVABLE CORE A27,Inactive,0,,,777.17,AAC KOKI
DCDC027-P1-LCL,1ZW088C.....ECI-PR...MOVABLE CORE A27,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCDC027-P1-NEW,1ZW089C.....ECI-PR...MOVABLE CORE A27,Active,6,STOCK CAGE,EA,777.17,AAC KOKI
DCDC028-000-NEW,OBSOLETE.....MOVABLE CORE A28,Inactive,0,,,582.14,AAC KOKI
DCDC028-P1-NEW,1ZW089D.....ECI-PR...MOVABLE CORE A28,Active,2,STOCK CAGE,EA,582.14,AAC KOKI
DCDC034-000-NEW,OBSOLETE.....MOVABLE CORE A34,Inactive,0,,,569,AAC KOKI
DCDC034-P1-NEW,1ZW089E.....ECI-PR...MOVABLE CORE A34,Active,6,STOCK CAGE,EA,560.47,AAC KOKI
DCDC035-000-NEW,OBSOLETE.....MOVABLE CORE A35,Inactive,0,,,819,AAC KOKI
DCDC035-P1-NEW,1ZW089F.....ECI-PR...MOVABLE CORE A35,Active,4,STOCK CAGE,EA,806.72,AAC KOKI
DCDC089-000-NEW,OBSOLETE.....STATIONARY CORE B6,Inactive,0,,,193,AAC KOKI
DCDC089-A31-NEW,OBSOLETE.....STATIONARY CORE B6,Inactive,0,,,190.11,AAC KOKI
DCDC089-P1-NEW,1ZW090C.....ECI-A31...STATIONARY CORE B6,Active,0,,,190.11,AAC KOKI
DCDC090-A29-NEW,OBSOLETE.....STAT POWERCOOL FILTER,Inactive,0,,,123.13,AAC KOKI
DCDC090-A35-NEW,OBSOLETE....STAT POWERCOOL FILTER,Inactive,0,,,90,AAC KOKI
DCDC090-P1-NEW,1ZW090D-1.....ECI-A29...STAT POWERCOOL FILTER,Active,0,,,132.13,AAC KOKI
DCDC091-A29-NEW,OBSOLETE.....STATIONARY POWERCOOL MANIFOLD,Inactive,0,,,430.45,AAC KOKI
DCDC091-A35-NEW,OBSOETE....STATIONARY POWERCOOL MANIFOLD,Inactive,0,,,430.45,AAC KOKI
DCDC091-P1-NEW,1ZW090D-2.....ECI-A29...STATIONARY POWERCOOL MANIFOLD,Active,0,,,430.45,AAC KOKI
DCDC092-A29-NEW,OBSOLETE.....POWER COOL PIPE GM UPPER 7114,Inactive,0,,,162.1,AAC KOKI
DCDC092-A35-NEW,"OBSOLETE....STATIONARY POWERCOOL PIPE BD1, BD2",Inactive,0,,,162.5,AAC KOKI
DCDC092-P1-NEW,1ZW090A.....ECI-A29...POWER COOL PIPE GM UPPER 7114,Active,2,STOCK CAGE,EA,121.39,AAC KOKI
DCDC093-A10-NEW,OBSOLETE.....COOLING PIPE STATIONARY BD3,Inactive,0,,,143.8,AAC KOKI
DCDC093-A29-NEW,OBSOLETE.....COOLING PIPE STATIONARY BD3,Inactive,0,,,141.64,AAC KOKI
DCDC093-A30-NEW,OBSOLETE.....COOLING PIPE STATIONARY BD3,Inactive,0,,,143.8,AAC KOKI
DCDC093-A35-NEW,OBSOLETE......COOLING PIPE STATIONARY BD3,Inactive,0,,,143.8,AAC KOKI
DCDC093-P1-NEW,1ZW090F.....ECI-A30...COOLING PIPE STATIONARY BD3,Active,0,,,143.8,AAC KOKI
DCDC094-A29-NEW,OBSOLETE.....STATIONARY CORE PIN BD1,Inactive,0,,,81.4,AAC KOKI
DCDC094-A35-NEW,OBSOLETE.......STATIONARY CORE PIN BD1,Inactive,0,,,98.9,AAC KOKI
DCDC094-P1-NEW,1ZW090B-1.....ECI-A29...STATIONARY CORE PIN BD1,Active,5,STOCK CAGE,EA,81.4,AAC KOKI
DCDC095-A29-NEW,OBSOLETE.....STATIONARY CORE PIN BD2,Inactive,0,,,94.05,AAC KOKI
DCDC095-A35-NEW,OBSOLETE....STATIONARY CORE PIN BD2,Inactive,0,,,182.77,AAC KOKI
DCDC095-NEW,Obsolete..A29..STATIONARY CORE PIN BD2,Inactive,0,,,182.77,AAC KOKI
DCDC095-P1-NEW,1ZW090B-2.....ECI-A29...STATIONARY CORE PIN BD2,Active,3,STOCK CAGE,EA,94.05,AAC KOKI
DCDC096-A29-NEW,OBSOLETE.....STATIONARY CORE PIN BD3,Inactive,0,,,94.05,AAC KOKI
DCDC096-A35-NEW,OBSOLETE......STATIONARY CORE PIN BD3,Inactive,0,,,182.77,AAC KOKI
DCDC096-P1-NEW,1ZW090B-3.....ECI-A29...STATIONARY CORE PIN BD3,Active,3,STOCK CAGE,EA,94.05,AAC KOKI
DCDC097-A29-NEW,OBSOLETE.....STATIONARY PC RETAINER,Inactive,0,,,113,AAC KOKI
DCDC097-A35-NEW,OBSOLETE.....STATIONARY PC RETAINER,Inactive,0,,,113,AAC KOKI
DCDC098-A29-NEW,OBSOLETE.....STATIONARY TUBING HOLDER,Inactive,0,,,0.0001,AAC KOKI
DCDD6001-A2-NEW,OBSOLETE.....STATIONARY LOCATION BLOCK,Inactive,0,,,44.5,AAC KOKI
DCDD6001-A6-NEW,OBSOLETE.....STATIONARY LOCATION BLOCK,Inactive,0,,,44.5,AAC KOKI
DCDD6001-P1-NEW,CRATE 13.....ECI-A6...STATIONARY LOCATION BLOCK,NoPurchase,0,,,43.83,AAC KOKI
DCDD6303-000-NEW,OBSOLETE.....INSERT RING CORE A,Inactive,0,,,2420.5,AAC KOKI
DCDD6303-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE A,NoPurchase,0,,,2420.5,AAC KOKI
DCDD6304-000-NEW,OBSOLETE.....INSERT RING CORE B,Inactive,0,,,1205,AAC KOKI
DCDD6304-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE B,NoPurchase,0,,,1205,AAC KOKI
DCDD6305-000-NEW,CRATE 13......OBSOLETE.....INSERT RING CORE C,Inactive,0,,,2190,AAC KOKI
DCDD6305-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE C,NoPurchase,0,,,1205,AAC KOKI
DCDD6306-000-NEW,OBSOLETE.....INSERT RING CORE D,Inactive,0,,,2490,AAC KOKI
DCDD6306-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE D,NoPurchase,0,,,2190,AAC KOKI
DCDD6307-000-NEW,OBSOLETE.....INSERT RING CORE E,Inactive,0,,,710,AAC KOKI
DCDD6307-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE E,NoPurchase,0,,,1967,AAC KOKI
DCDD6308-000-NEW,OBSOLETE.....INSERT RING CORE F,NoPurchase,0,,,395.25,AAC KOKI
DCDD6308-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE F,NoPurchase,0,,,395.25,AAC KOKI
DCDD6309-000-NEW,OBSOLETE.....INSERT RING CORE G,Inactive,0,,,2010,AAC KOKI
DCDD6309-P1-NEW,CRATE 13.....ECI-000...INSERT RING CORE G,NoPurchase,0,,,2010,AAC KOKI
DCDD6316-000-NEW,OBSOLETE.....MOVABLE CHILL VENT,Inactive,0,,,860,AAC KOKI
DCDD6316-A11-NEW,OBSOLETE.....MOVABLE CHILL VENT,Inactive,0,,,900,AAC KOKI
DCDD6316-P1-NEW,CRATE 13.....ECI-A11...MOVABLE CHILL VENT,NoPurchase,0,,,860,AAC KOKI
DCDD6360-000-NEW,OBSOLETE.....STATIONARY CHILLVENT,Inactive,0,,,794.5,AAC KOKI
DCDD6360-A11-NEW,OBSOLETE.....STATIONARY CHILLVENT,Inactive,0,,,560,AAC KOKI
DCDD6360-P1-NEW,CRATE 13.....ECI-A11...STATIONARY CHILLVENT,NoPurchase,0,,,654,AAC KOKI
DCDD6501-000-NEW,OBSOLETE.....MOVABLE CORE PIN AD1-1~6,NoPurchase,0,,,48.95,AAC KOKI
DCDD6501-P1-NEW,CRATE 13.....ECI-000...MOVABLE CORE PIN AD1-1~6,NoPurchase,0,,,48.95,AAC KOKI
DCDD6502-000-NEW,OBSOLETE.....MOVABLE CORE PIN AD4-1~2,NoPurchase,0,,,34.1,AAC KOKI
DCDD6502-P1-NEW,CRATE 13.....ECI-000...MOVABLE CORE PIN AD4-1~2,NoPurchase,0,,,34.1,AAC KOKI
DCDD6503-000-NEW,"OBSOLETE.....MOVABLE CORE PIN AD3-1,2",NoPurchase,0,,,46.75,AAC KOKI
DCDD6503-P1-NEW,"CRATE 13.....ECI-000...MOVABLE CORE PIN AD3-1,2",NoPurchase,0,,,46.75,AAC KOKI
DCDD6504-000-NEW,OBSOLETE.....MOVBALE CORE PIN AD2-1~4,NoPurchase,0,,,46.75,AAC KOKI
DCDD6504-P1-NEW,CRATE 13.....ECI-000...MOVBALE CORE PIN AD2-1~4,NoPurchase,0,,,46.75,AAC KOKI
DCDD6505-000-NEW,OBSOLETE.....STATIONARY CORE PIN BD1-1~8,Inactive,0,,,43.92,AAC KOKI
DCDD6505-P1-NEW,CRATE 13.....ECI-000...STATIONARY CORE PIN BD1-1~8,NoPurchase,0,,,43.92,AAC KOKI
DCDD6506-000-NEW,OBSOLETE.....STATIONARY CORE PIN BD2-1~2,Inactive,0,,,50.52,AAC KOKI
DCDD6506-P1-NEW,CRATE 13.....ECI-000...STATIONARY CORE PIN BD2-1~2,NoPurchase,0,,,50.52,AAC KOKI
DCDD6541-000-NEW,OBSOLETE.....C-1 CORE PIN C1D2,NoPurchase,0,,,95.53,AAC KOKI
DCDD6541-P1-NEW,CRATE 13.....ECI-000...C-1 CORE PIN C1D2,NoPurchase,0,,,95.53,AAC KOKI
DCDD6542-000-NEW,OBSOLETE.....C-1 CORE PIN C1D1,NoPurchase,0,,,76.45,AAC KOKI
DCDD6542-P1-NEW,CRATE 13.....ECI-000...C-1 CORE PIN C1D1,NoPurchase,0,,,95.53,AAC KOKI
DCDD6543-000-NEW,CRATE 13.....OBSOLETE.....C-2 CORE PIN C2D1,NoPurchase,0,,,143.55,AAC KOKI
DCDD6543-P1-NEW,CRATE 13.....ECI-000...C-2 CORE PIN C2D1,NoPurchase,0,,,91.29,AAC KOKI
DCDD6544-000-NEW,INACTIVE.....C-2 CORE PIN C2D2,NoPurchase,0,,,91.29,AAC KOKI
DCDD6544-P1-NEW,CRATE 13.....ECI-000...C-2 CORE PIN C2D2,NoPurchase,0,,,91.29,AAC KOKI
DCDD6545-000-NEW,CRATE 13.....OBSOLETE.....C-2 CORE PIN C2D3,NoPurchase,0,,,91.29,AAC KOKI
DCDD6545-P1-NEW,CRATE 13.....ECI-000...C-2 CORE PIN C2D3,NoPurchase,0,,,91.29,AAC KOKI
DCDD6546-000-NEW,OBSOLETE.....C-2 CORE PIN C2D4,NoPurchase,0,,,91.29,AAC KOKI
DCDD6546-P1-NEW,CRATE 13.....ECI-000...C-2 CORE PIN C2D4,NoPurchase,0,,,91.29,AAC KOKI
DCDD6547-000-NEW,OBSOLETE.....C-3 CORE PIN C3D1,NoPurchase,0,,,143.55,AAC KOKI
DCDD6547-P1-NEW,CRATE 13.....ECI-000...C-3 CORE PIN C3D1,NoPurchase,0,,,91.29,AAC KOKI
DCDD6548-000-NEW,OBSOLETE.....C-3 CORE PIN C3D2,NoPurchase,0,,,156.58,AAC KOKI
DCDD6548-P1-NEW,CRATE 13.....ECI-000...C-3 CORE PIN C3D2,NoPurchase,0,,,91.29,AAC KOKI
DCDD6549-000-NEW,OBSOLETE.....C-3 CORE PIN C3D3,NoPurchase,0,,,158.4,AAC KOKI
DCDD6549-P1-NEW,CRATE 13.....ECI-000...C-3 CORE PIN C3D3,NoPurchase,0,,,91.29,AAC KOKI
DCDD6551-000-NEW,OBSOLETE.....MOVABLE CORE PIN SLEEVE 1-1~8,Inactive,0,,,170,AAC KOKI
DCDD6551-P1-NEW,CRATE 13.....ECO-000...MOVABLE CORE PIN SLEEVE 1-1~8,NoPurchase,0,,,170,AAC KOKI
DCDD6552-000-NEW,OBSOLETE.....STATIONARY CORE PIN SLEEVE,Inactive,0,,,205,AAC KOKI
DCDD6552-P1-NEW,CRATE 13.....ECI-000...STATIONARY CORE PIN SLEEVE,NoPurchase,0,,,205,AAC KOKI
DCDD6553-000-NEW,OBSOLETE.....STATIONARY CORE PIN SLEEVE,Inactive,0,,,205,AAC KOKI
DCDD6553-P1-NEW,CRATE 13.....ECI-000...STATIONARY CORE PIN SLEEVE,NoPurchase,0,,,205,AAC KOKI
DCDD6554-000-NEW,OBSOLETE.....STATIONARY CORE PIN SLEEVE,Inactive,0,,,177,AAC KOKI
DCDD6554-P1-NEW,CRATE 13.....ECI-000...STATIONARY CORE PIN SLEEVE,NoPurchase,0,,,177,AAC KOKI
DCDD6570-A8-NEW,OBSOLETE..ECI-A8...HARD LOCK SET W/SPACING ROD,Inactive,0,,,0.0001,AAC KOKI
DCDD6571-A8-NEW,OBSOLETE..ECI-A8....HARD LOCK SET,Inactive,0,,,0.0001,AAC KOKI
DCDD6575-A8-NEW,OBSOLETE.....SET PLATE,Inactive,0,,,111.5,AAC KOKI
DCDD6575-P1-NEW,CRATE 13.....ECI-A8...SET PLATE,NoPurchase,0,,,109.83,AAC KOKI
DCDD6576-A8-NEW,OBSOLETE.....SET PLATE SHAFT,Inactive,0,,,90,AAC KOKI
DCDD6576-P1-NEW,CRATE 13.....ECI-A8...SET PLATE SHAFT,NoPurchase,0,,,71.2,AAC KOKI
DCDD6902-A7-NEW,OBSOLETE.....stationary guide pin,Inactive,0,,,175,AAC KOKI
DCDD6902-P1-NEW,CRATE 13.....ECI-A7...stationary guide pin,NoPurchase,0,,,175,AAC KOKI
DCDD6940-000-NEW,OBSOLETE.....SPRUE CORE,Inactive,0,,,2775,AAC KOKI
DCDD6940-P1-NEW,CRATE 13..ECI-000...SPRUE CORE,NoPurchase,0,,,1390.5,AAC KOKI
DCDD6941-000-NEW,OBSOLETE.....SPRUE BUSHING,Inactive,0,,,1394,AAC KOKI
DCDD6941-A5-NEW,OBSOLETE.....SPRUE BUSHING,Inactive,0,,,1380,AAC KOKI
DCDD6941-P1-NEW,CRATE 13..ECI-A5...SPRUE BUSHING,NoPurchase,0,,,1318,AAC KOKI
DCDE001-000-NEW,RETIRED....MOVABLE COREPIN AD1-1~AD1-4,Inactive,0,,,39.2,AAC KOKI
DCDE002-000-NEW,RETIRED.....MOVABLE COREPIN AD2-1~AD2-4,Inactive,0,,,45.56,AAC KOKI
DCDE003-000-NEW,RETIRED.....MOVABLE COREPIN AD3-1~AD3-12,Inactive,0,,,35.26,AAC KOKI
DCDE004-000-NEW,RETIRED.....MOVABLE COREPIN AD4-1~AD4-4,Inactive,0,,,45.56,AAC KOKI
DCDE005-000-NEW,RETIRED.....MOVABLE COREPIN AD5-1~AD5-4,Inactive,0,,,32.41,AAC KOKI
DCDE006-000-NEW,RETIRED.....MOV CORE INSERT AD6-1~AD6-4,Inactive,0,,,298.75,AAC KOKI
DCDE007-000-NEW,RETIRED.....MOV CORE INSERT AD7-1~AD7-4,Inactive,0,,,539.8,AAC KOKI
DCDE007-A1-NEW,RETIRED.....MOV CORE INSERT AD7-1~AD7-4,Inactive,0,,,539.8,AAC KOKI
DCDE007-A5-NEW,RETIRED.....MOV CORE INSERT AD7-1~AD7-4,Inactive,0,,,345,AAC KOKI
DCDE008-000-NEW,RETIRED.....STAT CORE INSERT BD1-1~BD1-4,Inactive,0,,,315,AAC KOKI
DCDE009-000-NEW,RETIRED.....SPRUE BUSHING BLOCK,Inactive,0,,,2400,AAC KOKI
DCDE010-000-NEW,RETIRED.....SPRUE CORE BLOCK,Inactive,0,,,2700,AAC KOKI
DCDE012-000-NEW,RETIRED.....SPRUE CORE COOLING PLUG,Inactive,0,,,194.5,AAC KOKI
DCDE014-A2-NEW,RETIRED.....BACK-UP PLATE (MOV),Inactive,0,,,297,AAC KOKI
DCDE015-A3-NEW,RETIRED.....EJ-CAVITY INSERT 1&3,Inactive,0,,,0.0001,AAC KOKI
DCDE016-A3-NEW,RETIRED.....EJ-CAVITY INSERT 2&4,Inactive,0,,,0.0001,AAC KOKI
DCDE6552E-D38-NEW,RETIRED.....DIVISION CORE PIN C1-E,Inactive,0,,,1,AAC KOKI
DCDF6513-P1-NEW,OBSOLETE.....ECI-A10...CORE PIN,OBSOLETE,0,,,34.65,AAC KOKI
DCDG6501-000-NEW,INACTIVE.....movable core pin (note: odd size dia. .4062 )1cav only,Inactive,0,,,34,AAC KOKI
DCDG6501-P1-NEW,INACTIVE.....MOVABLE CORE PIN (NOTE: ODD SIZE DIA. .4062) 1 CAV ONLY,Inactive,0,,,34,AAC KOKI
DCDG6502-000-NEW,INACTIVE.....movable core pin,Inactive,0,,,34,AAC KOKI
DCDG6502-P1-NEW,INACTIVE.....MOVABLE CORE PIN,Inactive,0,,,34,AAC KOKI
DCDG6503-000-NEW,CORE PIN,Inactive,0,,,34,AAC KOKI
DCDG6503-P1-NEW,INACTIVE.....MOVABLE CORE PIN A1,Inactive,0,,,34,AAC KOKI
DCDG6504-000-NEW,INACTIVE.....movable core pin,Inactive,0,,,34,AAC KOKI
DCDG6504-P1-NEW,INACTIVE.....MOVABLE CORE PIN,Inactive,0,,,34,AAC KOKI
DCDG6505-000-NEW,INACTIVE.....movable core pin,Inactive,0,,,34,AAC KOKI
DCDG6505-P1-NEW,INACTIVE.....MOVABLE CORE PIN,Inactive,0,,,34,AAC KOKI
DCDG6506-000-NEW,INACTIVE.....movable core pin,Inactive,0,,,549,AAC KOKI
DCDG6506-P1-NEW,INACTIVE.....MOVABLE CORE PIN,Inactive,0,,,549,AAC KOKI
DCDG6507-000-NEW,movable core pin,Inactive,0,,,339,AAC KOKI
DCDG6507-P1-NEW,INACTIVE.....MOVABLE CORE PIN,Inactive,0,,,339,AAC KOKI
DCDG6508-000-NEW,STATIONARY CORE PIN,Inactive,0,,,272,AAC KOKI
DCDG6508-P1-NEW,INACTIVE.....STATIONARY CORE PIN,Inactive,0,,,272,AAC KOKI
DCDG6901-P1-NEW,RETIRED.....SPRUE BUSHING,Inactive,0,,,1000,AAC KOKI
DCDH0001-000-NEW,OBSOLETE.....MOV CORE PIN 0001,Inactive,0,,,126.87,AAC KOKI
DCDH0002-000-NEW,OBSOLETE.....MOV CORE PIN 0002,Inactive,0,,,29.35,AAC KOKI
DCDH0003-000-NEW,OBSOLETE.....MOV CORE PIN 0003,Inactive,0,,,30.34,AAC KOKI
DCDH0004-000-NEW,OBSOLETE.....MOV CORE PIN FLAT 0004,Inactive,0,,,25.61,AAC KOKI
DCDH0006-000-NEW,OBSOLETE.....STAT CORE PIN 0006,Inactive,0,,,27.83,AAC KOKI
DCDH0007-000-NEW,OBSOLETE.....STAT CORE PIN 0007,Inactive,0,,,33.29,AAC KOKI
DCDH003-000-NEW,OBSOLETE.....MOV CORE PIN 0003 (P-1),Inactive,0,,,30.8,AAC KOKI
DCDH010-000-NEW,OBSOLETE.....Yoder OPC Bushing (P-1),Inactive,0,,,252.75,AAC KOKI
DCDK001-A9-NEW,OBSOLETE.....LIMIT SWITCH ROD STUD,Inactive,0,,,34,AAC KOKI
DCDK001-P1-NEW,1ZW091A.....ECI-A9...LIMIT SWITCH ROD STUD,Active,5,STOCK CAGE,EA,65,AAC KOKI
